Q114349727	Head of Administration of Kherson Oblast	2022-09-30	P571
Q114776776	St. Petersburg competition of children's journalistic works «Recorded in the circus»	2022-09-30	P571
Q66119803	2022 Croatian International Badminton Championships	2022-09-29	P580
Q105686533	The Empress	2022-09-29	P580
Q112110246	Expedition 68	2022-09-29	P580
Q113456780	2022 League of Legends World Championship	2022-09-29	P580
Q113840836	Young Sheldon, season 6	2022-09-29	P580
Q113895253	Interactive Survivorship Program for the Improvement of Healthcare Resources in Adolescent and Young Adult Cancer Survivors, INSPIRE-AYA Study	2022-09-29	P580
Q113943298	Efficacy of the Vacucis Candida® Autovaccine	2022-09-29	P580
Q114271180	1703 (TV, series)	2022-09-29	P580
Q114415224	So Help Me Todd	2022-09-29	P580
Q114812235	Robotic Arm Repair Satellite	2022-09-29	P580
Q114812273	OPTIMAL-1	2022-09-29	P580
Q114812345	Thermovibrationally-driven Particle self-Assembly and Ordering mechanisms in Low grAvity	2022-09-29	P580
Q114812391	SpaceTuna1	2022-09-29	P580
Q114812490	HSKSAT	2022-09-29	P580
Q114812627	Multi Needle Langmuir Probe (m-NLP)	2022-09-29	P580
Q114812638	Monitoring the Cellular Immunity by In Vitro Delayed Type Hypersensitivity Assay on the ISS	2022-09-29	P580
Q114812680	Wound Healing and Sutures in Unloading Conditions	2022-09-29	P580
Q114812803	Effects of an Osteopromotive Bone Adhesive on Skeletal Stem Cells and Bone Regeneration	2022-09-29	P580
Q114812862	Examination of the Multi-physical Properties of Microgravity-synthesized Graphene Aerogels	2022-09-29	P580
Q114812887	Exploration Exercise Treadmill Requirements	2022-09-29	P580
Q114812909	Ampli Space Pharmacy	2022-09-29	P580
Q114813161	Thomas Jefferson High School Research and Education Vehicle for the Evaluation of Radio Broadcasts	2022-09-29	P580
Q114813366	Dose-Response Study of Musculoskeletal Outcomes Following Centrifugation in Adult Mice on ISS	2022-09-29	P580
Q114813677	HepaWell-1	2022-09-29	P580
Q114813721	Duckweed Nano Growth Module	2022-09-29	P580
Q114813779	Autonomous Health Monitoring for Adaption Assessment on Long Range Missions Using Big Data Analytic	2022-09-29	P580
Q114813792	Cellbox-3	2022-09-29	P580
Q114814190	Onboard Programmable Technology for Image Compression and Analysis	2022-09-29	P580
Q114814246	BioNutrients-2	2022-09-29	P580
Q114814307	ISS External Microorganisms	2022-09-29	P580
Q114814388	High Performance Radiation Hardened GaN High Electron Mobility Transistors for Space Applications	2022-09-29	P580
Q114814476	Scintillation Prediction Observations Research Task	2022-09-29	P580
Q114814496	ISS: Engineering Stem Cell-Derived Cardiac Microtissues with Metabolic Regulators in Space to Promote Cardiomyocyte Maturation	2022-09-29	P580
Q114814523	Modulation of Granulosa and Theca Cells Activity in Microgravity: Consequences for Human Health and Reproduction	2022-09-29	P580
Q114814561	Microgravity Research for Versatile Investigations-Phase Change in Mixtures	2022-09-29	P580
Q114814603	CapiSorb Visible System	2022-09-29	P580
Q114814654	Effects of Partial Gravity on Multi-system Mammalian Physiology: Microbiome and Related Systems	2022-09-29	P580
Q114814786	Adaptation of Mouse Systems Physiology to Artificial Gravity via Centripetal Acceleration: Timing, Metabolism &amp; Aging	2022-09-29	P580
Q114814988	Immune Cell Activation	2022-09-29	P580
Q114815109	PROtection MEdiated by antioxidant nanoTEchnOlogy against neuronal damage in space (PROMETEO)	2022-09-29	P580
Q114815151	Effects of Partial Gravity on Mammals and their Next Generations	2022-09-29	P580
Q114838698	Hurricane Orlene	2022-09-29	P580
Q114869899	Taskmaster, series 14	2022-09-29	P580
Q114296104	Wiglett	2022-09-29	P6949
Q114318415	Zaporozhye State	2022-09-29	P585
Q114340952	2022 Tour of Iran (Azerbaijan), stage 1	2022-09-29	P585
Q115048266	Brazilian presidential election debates, 2022	2022-09-29	P585
Q69306569	September 29, 2022	2022-09-29	P585
Q112957772	2022 Kuwaiti general election	2022-09-29	P585
Q114011015	ONE 161	2022-09-29	P585
Q114060352	2022 CRO Race, stage 3	2022-09-29	P585
Q114245504	2022 Nord Stream pipeline sabotage	2022-09-29	P585
Q114295430	2022 Ronde de l'Isard, stage 2a	2022-09-29	P585
Q114295583	2022 Ronde de l'Isard, stage 2b	2022-09-29	P585
Q114299164	2022 Coppa Agostoni	2022-09-29	P585
Q114318324	Kherson State	2022-09-29	P585
Q114318324	Kherson State	2022-09-29	P571
Q114318415	Zaporozhye State	2022-09-29	P571
Q114319009	Executive Order #685	2022-09-29	P571
Q114319091	Executive Order #686	2022-09-29	P571
Q114321017	Kun Cabinet	2022-09-29	P571
Q114349516	Head of the Zaporozhye State	2022-09-29	P571
Q114349659	Head of the Kherson State	2022-09-29	P571
Q115052881	Fujifilm X-H2	2022-09-29	P571
Q105099696	Limbo	2022-09-28	P580
Q105905864	This England	2022-09-28	P580
Q108766767	The Chorus: Success, Here I Go	2022-09-28	P580
Q113918261	Feasibility Study of Ocular Surface Squamous Neoplasia Surgical Excision in People Living With HIV in Sub-Saharan Africa	2022-09-28	P580
Q113988510	16th International Workshop on Neural-Symbolic Learning and Reasoning	2022-09-28	P580
Q114257629	trial of massacre of 28.09.2009	2022-09-28	P580
Q114271288	Typhoon Roke	2022-09-28	P580
Q114293946	2022 Ronde de l'Isard	2022-09-28	P580
Q114404250	3rd Human-Like Computing Workshop (HLC 2022)	2022-09-28	P580
Q115250597	Joint Conference of the 31st International Workshop on Software Measurement (IWSM) and the 16th International Conference on Software Process and Product Measurement (MENSURA)	2022-09-28	P580
Q115282552	Nansen Legacy Polarfront study	2022-09-28	P580
Q114435352	Wild Hearts	2022-09-28	P6949
Q69306568	September 28, 2022	2022-09-28	P585
Q106959877	2022 Nauruan presidential election	2022-09-28	P585
Q114060310	2022 CRO Race, stage 2	2022-09-28	P585
Q114282356	Art and Artificial Intelligence: Implications for the Digital Transformation	2022-09-28	P585
Q114294128	2022 Ronde de l'Isard, stage 1	2022-09-28	P585
Q114427659	Královec Region	2022-09-28	P571
Q116304280	BFM Normandie	2022-09-28	P571
Q65545340	2022 Canadian Open Badminton Championships	2022-09-27	P580
Q65563072	2022 Vietnam Open Badminton Championships	2022-09-27	P580
Q113028100	2022 Guatemala International Badminton Championships	2022-09-27	P580
Q113680358	2022 Indonesia International Challenge	2022-09-27	P580
Q113685954	2022 CRO Race	2022-09-27	P580
Q113892492	Prostate Cancer Genetic Literacy and Patient-Caregiver Communication	2022-09-27	P580
Q113993929	Reasonable Doubt	2022-09-27	P580
Q114197876	The Rookie: Feds	2022-09-27	P580
Q114349026	La Brea, season 2	2022-09-27	P580
Q115188748	Yukidoke to Agapanthus	2022-09-27	P580
Q115550217	Bir Peri Masalı	2022-09-27	P580
Q115554470	La Más Draga, season 5	2022-09-27	P580
Q69306567	September 27, 2022	2022-09-27	P585
Q113130081	state funeral of Shinzō Abe	2022-09-27	P585
Q114060273	2022 CRO Race, stage 1	2022-09-27	P585
Q114245504	2022 Nord Stream pipeline sabotage	2022-09-27	P585
Q114302880	2022 Nord Stream 2 pipe A gas leak	2022-09-27	P585
Q115865645	Portugal v Spain	2022-09-27	P585
Q115865648	Switzerland v Czech Republic	2022-09-27	P585
Q115865690	Republic of Ireland v Armenia	2022-09-27	P585
Q115865735	Kosovo v Cyprus	2022-09-27	P585
Q115865797	Ukraine v Scotland	2022-09-27	P585
Q115865800	Albania v Iceland	2022-09-27	P585
Q115865810	Norway v Serbia	2022-09-27	P585
Q115865812	Sweden v Slovenia	2022-09-27	P585
Q115923231	Greece v Northern Ireland	2022-09-27	P585
Q114169573	Catalunya Media City	2022-09-27	P571
Q114242600	Royal Cypher of King Charles III	2022-09-27	P571
Q114288248	Offbrand	2022-09-27	P571
Q114298889	Wikidata Workshops	2022-09-27	P571
Q114334914	Donetsk People's Republic	2022-09-27	P571
Q114395985	Ruto Cabinet	2022-09-27	P571
Q116739069	"Architectural Draughtsmanship Training "	2022-09-27	P571
Q117235794	Governance game	2022-09-27	P571
Q111915687	2022 British Open	2022-09-26	P580
Q113841294	2022 Parma Ladies Open	2022-09-26	P580
Q113841301	2022 Tallinn Open	2022-09-26	P580
Q114404315	16th International Rule Challenge and 6th Doctoral Consortium @ RuleML+RR 2022	2022-09-26	P580
Q114692309	Ai Long Nhai	2022-09-26	P580
Q114998015	1 Litre of Tears	2022-09-26	P580
Q115519163	Top Chef Canada, season 10	2022-09-26	P580
Q115865708	Romania v Bosnia and Herzegovina	2022-09-26	P585
Q115865760	Gibraltar v Georgia	2022-09-26	P585
Q115865765	North Macedonia v Bulgaria	2022-09-26	P585
Q115865784	San Marino v Estonia	2022-09-26	P585
Q69306566	September 26, 2022	2022-09-26	P585
Q113955620	2022 Mourning Day	2022-09-26	P585
Q114233610	Izhevsk school shooting	2022-09-26	P585
Q114237187	2022 South Korean mall fire	2022-09-26	P585
Q114241005	2022 Mersin attack	2022-09-26	P585
Q114245504	2022 Nord Stream pipeline sabotage	2022-09-26	P585
Q114687958	Ust-Ilimsk military commissariat shooting	2022-09-26	P585
Q115865655	Hungary v Italy	2022-09-26	P585
Q115865658	England v Germany	2022-09-26	P585
Q115865701	Montenegro v Finland	2022-09-26	P585
Q110585041	2022–2026 parliamentary term of the Swedish Riksdag	2022-09-26	P571
Q114235474	Democratic Progressive Azad Party	2022-09-26	P571
Q114244565	observation tower on Śnieżnik	2022-09-26	P571
Q114326691	PATRIDA	2022-09-26	P571
Q116895847	Nadační Fond Najdi Se	2022-09-26	P571
Q116895853	Lauma, Rodinný Nadační Fond	2022-09-26	P571
Q107292302	Mòpies	2022-09-25	P580
Q111537820	2021-22 STOK Elite Division (A Group)	2022-09-25	P580
Q111551588	2021-22 STOK Elite Division (Β Group)	2022-09-25	P580
Q111941945	Bali 2002	2022-09-25	P580
Q111962777	The Gypsy Bride	2022-09-25	P580
Q113714629	Family Guy, season 21	2022-09-25	P580
Q113940744	The Effect of Informing Patients With Video Surgery	2022-09-25	P580
Q114228831	Tropical Storm Kulap	2022-09-25	P580
Q114284700	Vale dos Esquecidos	2022-09-25	P580
Q115819541	Celebrity Jeopardy!	2022-09-25	P580
Q116167762	Karen Pirie	2022-09-25	P580
Q113673436	2022 UCI Road World Championships – Men's road race	2022-09-25	P585
Q113903939	2022 Autotrader EchoPark Automotive 500	2022-09-25	P585
Q114176171	2022 Berlin Marathon	2022-09-25	P585
Q114217345	2022 Paris-Chauny	2022-09-25	P585
Q114218800	Tag des Denkmals 2022	2022-09-25	P585
Q114236174	2022 Italian Chamber of Deputies election	2022-09-25	P585
Q114236324	2022 Italian Senate election	2022-09-25	P585
Q115622277	Chinchilla Café presents 2022-09-25	2022-09-25	P585
Q115699837	Denmark v France	2022-09-25	P585
Q115865637	Austria v Croatia	2022-09-25	P585
Q115865667	Wales v Poland	2022-09-25	P585
Q115865673	Netherlands v Belgium	2022-09-25	P585
Q115865730	Luxembourg v Lithuania	2022-09-25	P585
Q115865732	Faroe Islands v Turkey	2022-09-25	P585
Q115865745	Azerbaijan v Kazakhstan	2022-09-25	P585
Q115865753	Slovakia v Belarus	2022-09-25	P585
Q115865769	Andorra v Latvia	2022-09-25	P585
Q115865770	Moldova v Liechtenstein	2022-09-25	P585
Q50379923	2022 Italian parliamentary election	2022-09-25	P585
Q60222337	Tyrolean state election, 2022	2022-09-25	P585
Q66451428	Concurs de Castells de Tarragona 2022	2022-09-25	P585
Q69306565	September 25, 2022	2022-09-25	P585
Q84036219	Santomean legislative elections of 2022	2022-09-25	P585
Q110550841	2022 Sicilian regional election	2022-09-25	P585
Q110835483	2022 4 Hours of Spa-Francorchamps	2022-09-25	P585
Q111103134	2022 Japanese motorcycle Grand Prix	2022-09-25	P585
Q111778863	2022 Cuban referendum	2022-09-25	P585
Q115491576	State Administration Coalition	2022-09-25	P571
Q109265707	Bertsolaritza Main Championship 2022	2022-09-24	P580
Q112671189	The Empire of Law	2022-09-24	P580
Q112829365	2022 World Mixed Doubles	2022-09-24	P580
Q113367786	Three Bold Siblings	2022-09-24	P580
Q113407401	2022–23 Pro A season	2022-09-24	P580
Q113588552	WikiCamp Azerbaijan 2022	2022-09-24	P580
Q114190411	2022 Wiki-Conference	2022-09-24	P580
Q114239386	2022 Copa Libertadores de Futsal	2022-09-24	P580
Q114287651	Operation Rabi' I	2022-09-24	P580
Q114660344	1963736^1048576+1	2022-09-24	P575
Q69306564	September 24, 2022	2022-09-24	P585
Q109022759	2022 Nauruan parliamentary election	2022-09-24	P585
Q113672879	2022 UCI Road World Championships – Junior women's road race	2022-09-24	P585
Q113673327	2022 UCI Road World Championships – Women's road race	2022-09-24	P585
Q114091575	ShushaChess (2022)	2022-09-24	P585
Q114182399	2022 UCI Road World Championships – Women's under-23 road race	2022-09-24	P585
Q114232864	Killing of Hadis Najafi	2022-09-24	P585
Q114267557	2022 Berlin Marathon Inline Skating	2022-09-24	P585
Q114295306	2022 Uithuizermeeden earthquake	2022-09-24	P585
Q114350278	wikimeetup in Pitkärantsky and Suojärvsky Districts 2022-09-24	2022-09-24	P585
Q114397642	2022 Andy's Frozen Custard 300	2022-09-24	P585
Q115048266	Brazilian presidential election debates, 2022	2022-09-24	P585
Q115865642	Spain v Switzerland	2022-09-24	P585
Q115865652	Czech Republic v Portugal	2022-09-24	P585
Q115865679	Armenia v Ukraine	2022-09-24	P585
Q115865696	Israel v Albania	2022-09-24	P585
Q115865715	Slovenia v Norway	2022-09-24	P585
Q115865719	Serbia v Sweden	2022-09-24	P585
Q115865740	Northern Ireland v Kosovo	2022-09-24	P585
Q115865742	Cyprus v Greece	2022-09-24	P585
Q115865796	Scotland v Republic of Ireland	2022-09-24	P585
Q114647397	Aeroklubowe Spadochronowe Zawody na Celność Lądowania im. Jacka Marszałka – Gliwice 2022	2022-09-24	P571
Q114160036	Tropical Storm Hermine (2022)	2022-09-23	P580
Q114182020	2022 annexation referendum in Russian-occupied Kherson Oblast	2022-09-23	P580
Q114338132	22nd Conference Information Technologies – Applications and Theory (ITAT 2022)	2022-09-23	P580
Q114356166	The Cage	2022-09-23	P580
Q114689844	Yalı Çapkını	2022-09-23	P580
Q114978821	Zerosettanta - Circo Massimo	2022-09-23	P580
Q115118225	Workshop on Interactive Adaptive Learning	2022-09-23	P580
Q115710359	5th Workshop on Online Recommender Systems and User Modeling	2022-09-23	P580
Q59384237	2022 FIVB Volleyball Women's World Championship	2022-09-23	P580
Q108472806	Las de la última fila	2022-09-23	P580
Q109921573	The Golden Spoon	2022-09-23	P580
Q110714847	2022 Prague municipal election	2022-09-23	P580
Q111437347	2022 Spain Sail Grand Prix	2022-09-23	P580
Q111460768	2022–23 Hockeyallsvenskan season	2022-09-23	P580
Q111644887	One Dollar Lawyer	2022-09-23	P580
Q113495737	2022 referendums in Russian-occupied Ukraine	2022-09-23	P580
Q113636645	2022 World Juniors 3-Cushion Championships	2022-09-23	P580
Q113923765	Terazosin and Parkinson's Disease Extension Study	2022-09-23	P580
Q114147656	Chair tendre	2022-09-23	P580
Q114160017	Hurricane Ian	2022-09-23	P580
Q69306563	September 23, 2022	2022-09-23	P585
Q110413869	2022 Czech Senate election	2022-09-23	P585
Q113672391	2022 UCI Road World Championships – Junior men's road race	2022-09-23	P585
Q113672768	2022 UCI Road World Championships – men's under-23 road race	2022-09-23	P585
Q114164777	Global Climate Strike in Hof	2022-09-23	P585
Q114351221	Death of Sarina Esmailzadeh	2022-09-23	P585
Q114673693	Optus cyberattack	2022-09-23	P585
Q115108394	Miss Bretagne 2022	2022-09-23	P585
Q115865660	Italy v England	2022-09-23	P585
Q115865662	Germany v Hungary	2022-09-23	P585
Q115865704	Bosnia and Herzegovina v Montenegro	2022-09-23	P585
Q115865766	Georgia v North Macedonia	2022-09-23	P585
Q115865767	Bulgaria v Gibraltar	2022-09-23	P585
Q115865783	Estonia v Malta	2022-09-23	P585
Q115865802	Finland v Romania	2022-09-23	P585
Q7497155	Shin-Ōmura Station	2022-09-23	P571
Q7900416	Ureshino-Onsen Station	2022-09-23	P571
Q11370252	Nishi Kyushu Shinkansen	2022-09-23	P571
Q112224668	Kasasagi	2022-09-23	P571
Q113996580	Futatsuboshi 4047	2022-09-23	P571
Q114056044	Fantastic	2022-09-23	P571
Q114111843	Kamome	2022-09-23	P571
Q115257709	Christian Social Party	2022-09-23	P571
Q116025420	Aotearoa League of Young Esperantists	2022-09-23	P571
Q116895513	Podfond Fletcher 1	2022-09-23	P571
Q117089872	Mymensingh Wikipedia Community	2022-09-23	P571
Q107210739	Dali and Cocky Prince	2022-09-22	P580
Q110933551	Love and Power Tour	2022-09-22	P580
Q112842877	Tagung Digitale Bibliothek 2022	2022-09-22	P580
Q113302637	Thai Cave Rescue	2022-09-22	P580
Q113941626	Vascular Aging and Lp299v Study	2022-09-22	P580
Q113943078	A Study of the Drug IMGN632 in Children With Leukemia That Has Come Back After Treatment or is Difficult to Treat	2022-09-22	P580
Q114097590	#yuyyu #chat #sohbet #omegle #chathub	2022-09-22	P580
Q114133983	ARCHEO.FOSS XVI | 2022	2022-09-22	P580
Q114337907	Workshop on Recommenders in Tourism (RecTour 2022)	2022-09-22	P580
Q114338092	9th Joint Workshop on Interfaces and Human Decision Making for Recommender Systems	2022-09-22	P580
Q114404307	Perspectives on the Evaluation of Recommender Systems Workshop 2022	2022-09-22	P580
Q114434773	The Langley Files	2022-09-22	P580
Q114658595	Inside Man	2022-09-22	P580
Q114683977	Wolfgang Heimbach. A german baroque painter at european courts	2022-09-22	P580
Q115616556	10th International Conference on Information and Communication Technologies in Agriculture, Food and Environment (HAICTA 2022)	2022-09-22	P580
Q115616561	Fourth Knowledge-aware and Conversational Recommender Systems Workshop	2022-09-22	P580
Q69306562	September 22, 2022	2022-09-22	P585
Q113955616	2022 National Day of Mourning	2022-09-22	P585
Q114098296	Workshop on standards and tooling for whole brain cell type taxonomies	2022-09-22	P585
Q114232274	Ekenäs höstmarknad	2022-09-22	P585
Q114281764	Stabilität in Zeiten des Wandels	2022-09-22	P585
Q114438123	Summer reception with Markus Söder at Untreusee 2022	2022-09-22	P585
Q115699836	France v Austria	2022-09-22	P585
Q115865639	Croatia v Denmark	2022-09-22	P585
Q115865666	Poland v Netherlands	2022-09-22	P585
Q115865670	Belgium v Wales	2022-09-22	P585
Q115865723	Lithuania v Faroe Islands	2022-09-22	P585
Q115865727	Turkey v Luxembourg	2022-09-22	P585
Q115865750	Slovakia v Azerbaijan	2022-09-22	P585
Q115865752	Kazakhstan v Belarus	2022-09-22	P585
Q115865773	Latvia v Moldova	2022-09-22	P585
Q115865774	Liechtenstein v Andorra	2022-09-22	P585
Q113481571	Broparken outdoor gym	2022-09-22	P571
Q116894651	Jf Fund Sicav	2022-09-22	P571
Q116895528	Podfond Esg Seniorcare Living	2022-09-22	P571
Q114228960	2022 North Caucasian protests	2022-09-21	P580
Q114338127	Annual Conference of the Spanish Association for Natural Language Processing: Projects and Demonstrations (SEPLN-PD 2022)	2022-09-21	P580
Q114390183	Aviv Kochavi visit to France	2022-09-21	P580
Q115250587	Doctoral Symposium on Natural Language Processing from the PLN.net network 2022 (RED2018-102418-T)(PLNnet-DS-2022)	2022-09-21	P580
Q115668049	Big Sky, season 3	2022-09-21	P580
Q116443648	Abbott Elementary	2022-09-21	P580
Q60462338	Andor	2022-09-21	P580
Q106188426	Dahmer – Monster: The Jeffrey Dahmer Story	2022-09-21	P580
Q106488064	Repatriated	2022-09-21	P580
Q112064818	15th Brazilian Symposium on Bioinformatics BSB 2022 September, 21-23, Buzios, RJ	2022-09-21	P580
Q113042451	Love in Contract	2022-09-21	P580
Q113540820	The Masked Singer, season 8	2022-09-21	P580
Q113584516	Women in Taipei	2022-09-21	P580
Q113638583	May It Please the Court	2022-09-21	P580
Q113688237	Survivor 43	2022-09-21	P580
Q113820160	Poios Papadopoulos?	2022-09-21	P580
Q113937139	Brief Suicide Intervention for Youth in Juvenile Detention Settings	2022-09-21	P580
Q113938624	PANHPVAX, Study of a New HPV Vaccine in Healthy Volunteers	2022-09-21	P580
Q113950046	2022 Polish International Badminton Championships	2022-09-21	P580
Q113950069	2022 European U15 Badminton Championships	2022-09-21	P580
Q114071665	2022 Russian mobilization	2022-09-21	P580
Q114102732	2022 Poker Masters	2022-09-21	P580
Q114115626	Tropical Storm Talas	2022-09-21	P580
Q114122505	Prisma	2022-09-21	P580
Q114134200	Typhoon Noru	2022-09-21	P580
Q114196806	Firebuds	2022-09-21	P580
Q69306561	September 21, 2022	2022-09-21	P585
Q113674373	2022 UCI Road World Championships – Mixed relay team time trial	2022-09-21	P585
Q114241372	Death of Hadis Najafi	2022-09-21	P585
Q114355111	2022 Omloop van het Houtland	2022-09-21	P585
Q115100816	Mohammad Reza Sarvari	2022-09-21	P585
Q115865681	Scotland v Ukraine	2022-09-21	P585
Q115151352	Parliamentary Under-Secretary of State for Disabled People, Health and Work	2022-09-21	P571
Q110692719	Reboot	2022-09-20	P580
Q112939467	2022–23 CEV Champions League	2022-09-20	P580
Q113599686	2022 Ladies 3-Cushion World Championship	2022-09-20	P580
Q113680397	2022 Indonesia International Series	2022-09-20	P580
Q113729254	Iberian Languages Evaluation Forum (IberLEF 2022)	2022-09-20	P580
Q113817905	2022 India Chattisgarh International Challenge	2022-09-20	P580
Q113922762	Safety and Tolerability of IMM01-STEM in Patients With Muscle Atrophy Related to Knee Osteoarthritis.	2022-09-20	P580
Q113924305	A Study of Mezagitamab in Adults With Primary Immunoglobulin A Nephropathy Receiving Stable Background Therapy	2022-09-20	P580
Q113937038	Effect of Individualized Nursing Care for Parents of Pediatric Oncology Patients	2022-09-20	P580
Q113942682	Non-Invasive Intravascular Laser Irradiation Of Blood In The Treatment Of Children With Temporomandibular Disorders	2022-09-20	P580
Q113943193	Effects of Tissue Properties of the Superficial Anterior Myofascial Chain on the Development of Patellofemoral Pain Syndrome	2022-09-20	P580
Q114043581	DrupalCon Prague 2022	2022-09-20	P580
Q114071576	Ben Bu Cihana Sığmazam	2022-09-20	P580
Q114137397	Global Food Security Summit	2022-09-20	P580
Q114160027	Tropical Storm Gaston (2022)	2022-09-20	P580
Q114197786	General debate of the seventy-seventh session of the United Nations General Assembly	2022-09-20	P580
Q114317216	2022 India Chattisgarh International Challenge – Men's singles	2022-09-20	P580
Q114317269	2022 India Chattisgarh International Challenge – Women's singles	2022-09-20	P580
Q114317294	2022 India Chattisgarh International Challenge – Men's doubles	2022-09-20	P580
Q114317324	2022 India Chattisgarh International Challenge – Women's doubles	2022-09-20	P580
Q114317344	2022 India Chattisgarh International Challenge – Mixed doubles	2022-09-20	P580
Q114338125	BIR 2022 Workshops and Doctoral Consortium	2022-09-20	P580
Q114340936	2022 Tour of Iran (Azerbaijan)	2022-09-20	P580
Q114347732	New Amsterdam, season 5	2022-09-20	P580
Q114798621	26th International Conference on Theory and Practice of Digital Libraries - Workshops and Doctoral Consortium	2022-09-20	P580
Q116797004	1st Italian Conference on Big Data and Data Science (ITADATA 2022)	2022-09-20	P580
Q114062761	GeForce RTX 4090	2022-09-20	P6949
Q114062792	GeForce RTX 4080	2022-09-20	P6949
Q69306560	September 20, 2022	2022-09-20	P585
Q113671251	2022 UCI Road World Championships – Junior women's time trial	2022-09-20	P585
Q113671566	2022 UCI Road World Championships – Junior men's time trial	2022-09-20	P585
Q114347909	Prinsjesdag 2022	2022-09-20	P585
Q111385238	SkyShowtime	2022-09-20	P571
Q114315318	Parliamentary Under-Secretary of State for Sport, Arts and Ceremonials	2022-09-20	P571
Q114357069	InnoTrans 2022	2022-09-20	P571
Q115324457	Parliamentary Under-Secretary of State for Enterprise and Markets	2022-09-20	P571
Q116894612	Fletcher Sicav	2022-09-20	P571
Q117037661	NEKI advisory inc.	2022-09-20	P571
Q114063353	GTC 2022	2022-09-19	P580
Q114228330	Draw The Line	2022-09-19	P580
Q114321255	Sep 2022 Lebanese banking sector strike	2022-09-19	P580
Q114565978	Third Conference on Digital Curation Technologies (Qurator 2022)	2022-09-19	P580
Q114798611	8th Workshop on Formal and Cognitive Reasoning	2022-09-19	P580
Q115710190	Workshop on Humanities-Centred Artificial Intelligence 2022	2022-09-19	P580
Q116609814	Cunk on Earth	2022-09-19	P580
Q116797016	20th anniversary Workshop on Knowledge Discovery in Inductive Databases	2022-09-19	P580
Q111211924	2022 Budapest Open	2022-09-19	P580
Q113291471	Agria gi	2022-09-19	P580
Q113463846	Wiki Loves Fashion 2022	2022-09-19	P580
Q113471384	Erotas figas	2022-09-19	P580
Q113590145	2022 Toray Pan Pacific Open	2022-09-19	P580
Q113640120	NCIS (season 20)	2022-09-19	P580
Q113675121	Entre sombras	2022-09-19	P580
Q113675928	Pagidevmenoi	2022-09-19	P580
Q113683916	Leandro Díaz	2022-09-19	P580
Q113841290	2022 Korea Open	2022-09-19	P580
Q113864531	Glykanisos	2022-09-19	P580
Q113892730	2022 San Diego Open (men)	2022-09-19	P580
Q113895482	Radio-immunotherapy (CDX-301, Radiotherapy, CDX-1140 and Poly-ICLC) for the Treatment of Unresectable or Metastatic Breast Cancer Patients	2022-09-19	P580
Q113903645	Quantum Leap	2022-09-19	P580
Q113942466	Efficacy of Percutaneous Electrolysis in the Treatment of Achilles Tendinopathy	2022-09-19	P580
Q113942961	The Effect of a Sleep Intervention on Sleep Quality in Nursing Students	2022-09-19	P580
Q113944642	Evaluation of a Tranexamoc Acid Treatment on Post-inflammatory Pigmentation in the Suction Blister Model	2022-09-19	P580
Q113990222	2022 San Diego Open	2022-09-19	P580
Q114001726	2022 Hana Bank Korea Open	2022-09-19	P580
Q114052889	Kalk &amp; Welk	2022-09-19	P580
Q69306559	September 19, 2022	2022-09-19	P585
Q113670917	2022 UCI Road World Championships – men's under-23 time trial	2022-09-19	P585
Q113849016	state funeral of Elizabeth II	2022-09-19	P585
Q113955599	2022 Mourning Day	2022-09-19	P585
Q114052430	2022 Western México earthquake	2022-09-19	P585
Q114052622	Bus route 33 in Riga	2022-09-19	P571
Q114052757	Bus route 63 in Riga	2022-09-19	P571
Q116894585	Sun Central Europe Fund Sicav	2022-09-19	P571
Q56884632	2022 UCI Road World Championships	2022-09-18	P580
Q112063818	Mark Wallinger	2022-09-18	P580
Q113728722	16th ACM Conference on Recommender Systems	2022-09-18	P580
Q114047066	Planetary Science Wiki Edit-a-thon 2022	2022-09-18	P580
Q114080629	Aviv Kochavi visit to Poland	2022-09-18	P580
Q114337878	2nd Workshop on Recommender Systems for Human Resources (RecSys-in-HR 2022)	2022-09-18	P580
Q114415138	2022 Russian and Ukrainian tornado outbreak	2022-09-18	P580
Q114862323	Coaltrans Asia 2022	2022-09-18	P580
Q115124956	2nd Workshop on Multi-Objective Recommender Systems	2022-09-18	P580
Q116198305	Live with the Joint français strike	2022-09-18	P580
Q116796998	MACLEAN: MAChine Learning for EArth ObservatioN Workshop	2022-09-18	P580
Q114355089	2022 Gooikse Pijl	2022-09-18	P585
Q116466915	September 2022 Albuqerque stabbings	2022-09-18	P585
Q69306558	September 18, 2022	2022-09-18	P585
Q111103117	2022 Aragon motorcycle Grand Prix	2022-09-18	P585
Q113669902	2022 UCI Road World Championships – Men's time trial	2022-09-18	P585
Q113670690	2022 UCI Road World Championships – Women's time trial	2022-09-18	P585
Q114024810	2022 Taitung earthquakes	2022-09-18	P585
Q114032678	2022 Grand Prix d'Isbergues	2022-09-18	P585
Q114036514	2022 Guizhou bus crash	2022-09-18	P585
Q114059466	2022 UCI Road World Championships – Women's under-23 time trial	2022-09-18	P585
Q114192814	2022 Barbados National Road Cycling Championships Men RR	2022-09-18	P585
Q114019739	Maguindanao del Norte	2022-09-18	P571
Q114019748	Maguindanao del Sur	2022-09-18	P571
Q114369313	Maguindanao del Norte's at-large congressional district	2022-09-18	P571
Q114369448	Maguindanao del Sur's at-large congressional district	2022-09-18	P571
Q110362819	2022 Bol d'Or	2022-09-17	P580
